,iter,f_sol
0,1,5
1,2,5
2,3,5
3,4,5
4,5,5
5,6,5
6,7,5
7,8,5
8,9,5
9,10,5
10,11,5
11,12,5
12,13,5
13,14,5
14,15,5
15,16,5
16,17,5
17,18,5
18,19,5
19,20,5
20,21,5
21,22,5
22,23,5
23,24,5
24,25,5
25,26,5
26,27,5
27,28,5
28,29,5
29,30,5
30,31,5
31,32,5
32,33,5
33,34,5
34,35,5
35,36,5
36,37,5
37,38,5
38,39,5
39,40,5
40,41,5
41,42,5
42,43,5
43,44,5
44,45,5
45,46,5
46,47,5
47,48,5
48,49,5
49,50,5
50,51,5
51,52,5
52,53,5
53,54,5
54,55,5
55,56,5
56,57,5
57,58,5
58,59,5
59,60,5
60,61,5
61,62,5
62,63,5
63,64,5
64,65,5
65,66,5
66,67,5
67,68,5
68,69,5
69,70,5
70,71,5
71,72,5
72,73,5
73,74,5
74,75,5
75,76,5
76,77,5
77,78,5
78,79,5
79,80,5
80,81,5
81,82,5
82,83,5
83,84,5
84,85,5
85,86,5
86,87,5
87,88,5
88,89,5
89,90,5
90,91,5
91,92,5
92,93,5
93,94,5
94,95,5
95,96,5
96,97,5
97,98,5
98,99,5
99,100,5
100,101,5
101,102,5
102,103,5
103,104,5
104,105,5
105,106,5
106,107,5
107,108,5
108,109,5
109,110,5
110,111,5
111,112,5
112,113,5
113,114,5
114,115,5
115,116,5
116,117,5
117,118,5
118,119,5
119,120,5
120,121,5
121,122,5
122,123,5
123,124,5
124,125,5
125,126,5
126,127,5
127,128,5
128,129,5
129,130,5
130,131,5
131,132,5
132,133,5
133,134,5
134,135,5
135,136,5
136,137,5
137,138,5
138,139,5
139,140,5
140,141,5
141,142,5
142,143,5
143,144,5
144,145,5
145,146,5
146,147,5
147,148,5
148,149,5
149,150,5
150,151,5
151,152,5
152,153,5
153,154,5
154,155,5
155,156,5
156,157,5
157,158,5
158,159,5
159,160,5
160,161,5
161,162,5
162,163,5
163,164,5
164,165,5
165,166,5
166,167,5
167,168,5
168,169,5
169,170,5
170,171,5
171,172,5
172,173,5
173,174,5
174,175,5
175,176,5
176,177,5
177,178,5
178,179,5
179,180,5
180,181,5
181,182,5
182,183,5
183,184,5
184,185,5
185,186,5
186,187,5
187,188,5
188,189,5
189,190,5
190,191,5
191,192,5
192,193,5
193,194,5
194,195,5
195,196,5
196,197,5
197,198,5
198,199,5
199,200,5
200,201,5
201,202,5
202,203,5
203,204,5
204,205,5
205,206,5
206,207,5
207,208,5
208,209,5
209,210,5
210,211,5
211,212,5
212,213,5
213,214,5
214,215,5
215,216,5
216,217,5
217,218,5
218,219,5
219,220,5
220,221,5
221,222,5
222,223,5
223,224,5
224,225,5
225,226,5
226,227,5
227,228,5
228,229,5
229,230,5
230,231,5
231,232,5
232,233,5
233,234,5
234,235,5
235,236,5
236,237,5
237,238,5
238,239,5
239,240,5
240,241,5
241,242,5
242,243,5
243,244,5
244,245,5
245,246,5
246,247,5
247,248,5
248,249,5
249,250,5
250,251,5
251,252,5
252,253,5
253,254,5
254,255,5
255,256,5
256,257,5
257,258,5
258,259,5
259,260,5
260,261,5
261,262,5
262,263,5
263,264,5
264,265,5
265,266,5
266,267,5
267,268,5
268,269,5
269,270,5
270,271,5
271,272,5
272,273,5
273,274,5
274,275,5
275,276,5
276,277,5
277,278,5
278,279,5
279,280,5
280,281,5
281,282,5
282,283,5
283,284,5
284,285,5
285,286,5
286,287,5
287,288,5
288,289,5
289,290,5
290,291,5
291,292,5
292,293,5
293,294,5
294,295,5
295,296,5
296,297,5
297,298,5
298,299,5
299,300,5
300,301,5
301,302,5
302,303,5
303,304,5
304,305,5
305,306,5
306,307,5
307,308,5
308,309,5
309,310,5
310,311,5
311,312,5
312,313,5
313,314,5
314,315,5
315,316,5
316,317,5
317,318,5
318,319,5
319,320,5
320,321,5
321,322,5
322,323,5
323,324,5
324,325,5
325,326,5
326,327,5
327,328,5
328,329,5
329,330,5
330,331,5
331,332,5
332,333,5
333,334,5
334,335,5
335,336,5
336,337,5
337,338,5
338,339,5
339,340,5
340,341,5
341,342,5
342,343,5
343,344,5
344,345,5
345,346,5
346,347,5
347,348,5
348,349,5
349,350,5
350,351,5
351,352,5
